movie_id,user_name,user_id,comment,time,good,source
1189089,宝贝姚,93524291,带着娃娃们看，3D互动性很好，画面感也很强，娃儿们看的很兴奋，全程整合厅里都是孩子们：哇，哇，哇……，国产动画越来越好，支持国产💪,2017-01-28 14:49,340,4.5
1189089,轩果麻麻,93818933,非常好看，儿子看的很开心。里面3d的蜻蜓什么的都飞到了眼前，所有的孩子都伸手去碰，真的很好看^ω^推荐,2017-01-29 13:11,78,5
1189089,Shayi043,93648879,电影很不错！每年都有新的熊出没大电影，每部都同样精彩，四岁多的儿子看的很投诉，几乎从头看到尾！,2017-01-28 20:35,52,5
1189089,TYSON80,93773168,一部良心之作！剧情，原画，动作与镜头都很蛮不错！里面有借鉴冰雪奇缘与海洋奇缘的影子但整体很流畅～最后还回味了一把七色鹿的赶脚！虽然和迪斯尼，梦工厂还有一定差距但是对比前天看的倒霉熊特工就显得太完美啦！PS:倒霉熊特工真心难看！典型的国产垃圾！,2017-01-29 09:30,66,4.5
1189089,璐加蔚,94060399,连孩子的奶奶都评价，熊出没真是越来越好看了，拍得真好，今年还有人物的加入，更让熊熊们显得逼真！孩子更是从头故事开始盯着看到结束，故事内容也能过目不忘，回来奶奶没记住的她能脱口而出的告诉我！很棒……,2017-01-30 09:11,50,5
1189089,愉快的呼啦啦,93500119,特别的好，看得我真的好感动。光头强，除了砍树啥都会啊！希望这个世界能入狗熊岭一样单纯安详！,2017-01-28 13:08,50,5
1189089,iQn609867314,93805071,好感动啊~，光头强华丽大转身，从一个天天只会砍树的不懂友谊的伐木工变身成为珍惜友谊的考古专家。别人都说鹿族人都灭绝了，娜雅竟然是鹿族人太令我震惊了！猴头姑萌化了！coco和娜雅熊大熊二光头强经历了无数困难，保护金鹿角！,2017-01-29 12:14,46,5
1189089,香语12345,93916300,以后再也不会去金逸影城！！按道理说，一个成人可以带一个限高以下的儿童，我带两个双胞胎男孩，限高以下，另一个孩子是买的全票，等于是我们娘仨个买了两张票，很正常！！可笑的是那个服务员叫我再买张票，不然就不给我3D眼镜！呵呵，你这服务员真是又可怜又作气，我就不买，就不买！任何一个正常的影城都是可以成人带一个儿童，我给另一个孩子单独买了一张票就已经很好了，还想要逼着别人再买一张！凭什么啊！金逸影城，记好了：钱，是自己挣的！并不是你们用所谓的规定逼出来的！！看完出来我就把会员卡扔了！可笑！！,2017-01-29 18:22,2,0.5
1189089,gmD686920026,1030950403,陪大外甥看的第一部电影！以后每年都会看！,2018-07-27 07:12,0,4.5
1189089,QrC876587143,1031033341,精彩人生 ，瞬间爆炸,2018-07-27 16:19,0,4.5
1189089,QrC876587143,1031033341,精彩人生 ，瞬间爆炸,2018-07-27 16:19,0,4.5
1189089,MT20160520,1030973879,适合小盆友观看,2018-07-27 11:33,0,5
1189089,BZt231069753,1030956451,好看极了。+！,2018-07-27 07:21,0,5
1189089,gmD686920026,1030950403,陪大外甥看的第一部电影！以后每年都会看！,2018-07-27 07:12,0,4.5
1189089,Bvk679603584,1030920450,关键是孩子看的嗨，,2018-07-26 19:49,0,5
1189089,全友唐伯虎,1030785481,带儿子去的 环境好 动画片孩子看的很开心,2018-07-26 12:12,0,5
1189089,chO813672299,1030778616,孩子非常喜欢,2018-07-25 14:44,0,5
1189089,XSB180559152,1030762857,好看！！！！！！,2018-07-25 12:04,0,5
1189089,OEH338283750,1030656767,帮别人买的票,2018-07-25 11:19,0,4
1189089,vRV678739911,1030699623,不错，挺好的,2018-07-24 18:59,0,4
1189089,fzg770504,1030686095,一般！！！！！！,2018-07-24 17:35,0,2.5
1189089,sky_882,1030689443,很好看，儿子喜欢，经常要看。,2018-07-24 17:29,0,4.5
1189089,laizitaishan,1030682227,一般，看电影都是从这走，方便便宜😊,2018-07-24 17:01,0,5
1189089,nLb327876917,1030660847,很好值得一看,2018-07-24 12:47,0,5
1189089,金山乐园,1030525245,十分好看的。,2018-07-23 19:54,0,5
1189089,益芳2010,1030584164,好看，吸引孩子,2018-07-23 18:50,0,4.5
1189089,VgT352953162,1030571356,不错，宝宝非常喜欢。,2018-07-23 16:55,0,5
1189089,中间人2012,1030523675,孩子们很喜欢看,2018-07-23 09:31,0,5
1189089,Uuy939699293,1030446933,还行吧！支持看,2018-07-22 19:08,0,2.5
1189089,徐嘉睿0709,1030397061,环境不错，还可以。,2018-07-22 14:58,0,5
1189089,绿竹1982,1030395285,不错，很有教育意义，适合亲子同看。,2018-07-22 14:53,0,5
1189089,jVp361181651,1030386147,哈哈哈还吃海哈哈还差害怕哈哈哈,2018-07-22 14:02,0,4.5
1189089,UvP52521507,1030366918,必需写评论吗,2018-07-22 12:07,0,4.5
